# tri_id  lon  lat  e_ee  e_en  e_nn  e1  e2  azimuth  dilatation  max_shear  second_invariant  e_ee_std  e_en_std  e_nn_std  e1_std  e2_std  dilatation_std  max_shear_std
 2024   116.85333   37.42300        -4.996       -15.209         0.146        12.999       -17.850    139.80        -4.850        15.424        22.081      11.439       5.731       5.901      10.242       6.887      13.031       5.806
 2025   116.58800   37.76933       -18.372        -8.089        13.497        15.433       -20.308    166.54        -4.875        17.870        25.506       7.189       5.533       6.870       6.510       6.364       9.521       4.333
 2026   116.56200   37.55500       -16.661       -14.555        -0.166         8.316       -25.143    149.77       -16.827        16.729        26.483       7.097       4.827       6.409       6.810       7.169       9.954       4.911
 2027   117.19100   37.52167        -0.491         1.215        18.229        18.308        -0.569      3.70        17.739         9.439        18.317       5.715       8.513       7.482       7.622       6.266       8.966       5.346
 2028   117.27000   37.70467        -2.731         5.145        21.274        22.330        -3.788     11.60        18.542        13.059        22.649       5.887       9.428      14.042      13.319       9.295      15.297       8.567
 2029   117.13900   37.84900        -4.226         6.165        20.136        21.608        -5.697     13.42        15.910        13.652        22.346      13.175       7.067       7.636       5.514      14.036      15.124       7.518
 2030   116.88200   37.88633       -13.453         6.239        25.098        26.083       -14.437      8.97        11.645        20.260        29.812       5.716       4.949       5.471       5.259       6.245       7.985       4.170
 2031   112.41400   37.77667         3.441        -1.319        -1.376         3.779        -1.713    104.36         2.065         2.746         4.149       6.010       3.199       2.677       5.759       2.843       6.616       3.112
 2032   112.12500   37.57400        -2.752        -4.149         1.530         4.058        -5.280    148.65        -1.222         4.669         6.659       3.390       2.547       3.772       4.084       2.981       5.215       2.446
 2033   113.57133   37.74133         0.175        -3.435         2.672         5.079        -2.232    144.99         2.847         3.655         5.548       3.106       2.069       2.655       3.574       1.762       4.270       1.839
 2034   113.61867   37.37300         2.516        -2.330        -2.022         3.500        -3.005    112.88         0.495         3.253         4.613       2.578       2.422       3.616       3.171       3.267       4.467       2.319
 2035   113.24567   37.09500         3.785        -0.769         0.091         3.939        -0.063    101.31         3.876         2.001         3.939       3.634       1.915       2.166       3.257       2.060       3.978       1.863
 2036   113.04900   38.81367       -15.260       -13.918        -3.032         6.056       -24.347    146.86       -18.292        15.202        25.089       4.470       4.320       9.328       5.745       7.686      10.773       4.127
 2037   112.86400   38.80933        -6.081       -17.175        -4.500        11.903       -22.483    136.32       -10.581        17.193        25.440       7.464       5.327       7.141       5.518       8.312      10.097       4.928
 2038   113.22567   38.57900       -14.214        -9.312        -0.139         4.495       -18.849    153.54       -14.353        11.672        19.377       5.176       4.123       2.632       2.399       5.697       5.970       3.193
 2039   112.96567   38.52000       -11.814        -6.747         2.652         5.310       -14.472    158.50        -9.162         9.891        15.415       2.515       2.913       5.084       5.108       2.429       5.565       2.873
 2040   112.77767   38.66833        -3.629       -15.641         4.952        16.881       -15.557    142.67         1.324        16.219        22.956       6.707       7.626      13.231      13.507       6.246      15.035       7.363
 2041   111.85000   35.58533        -0.427         2.358        -2.792         1.028        -4.248     58.32        -3.219         2.638         4.370       4.195       2.798       3.666       3.140       3.645       5.109       2.247
 2042   113.38833   35.80467         1.258        -1.227         2.803         3.480         0.580    151.10         4.061         1.450         3.529       2.784       1.574       1.900       2.189       1.999       3.481       1.169
 2043   113.86600   38.27367       -13.301        -2.933        -5.631        -4.638       -14.294    161.29       -18.932         4.828        15.028       8.265       4.070       4.660       4.441       8.109       9.605       4.436
 2044   113.58367   38.29733        11.292        -0.280        -5.165        11.297        -5.170     90.97         6.127         8.234        12.424       6.384       3.662       4.156       6.707       4.105       7.831       3.948
